date,min,max,median,q1,q3,stdev,count
2025-10-12T00:00:00.000Z,15.7,30.8,22.8,16.1,29.1,5.623,15
2025-10-13T00:00:00.000Z,15,99.2,43.3,24.5,54.4,20.424,94
2025-10-14T00:00:00.000Z,17.6,190.4,46.3,30.6,62.1,27.304,95
2025-10-15T00:00:00.000Z,22.4,89.6,45.5,30.7,52.7,15.846,85
2025-10-16T00:00:00.000Z,17.7,70.4,50.3,40.7,56.1,11.475,95
2025-10-17T00:00:00.000Z,5.7,742.9,62.4,37.9,88.3,177.943,91
2025-10-18T00:00:00.000Z,29.1,116.9,75.84,63.65,101.1,22.615,76
2025-10-19T00:00:00.000Z,70.7,249.1,107.3,87.9,175.9,48.189,95
2025-10-20T00:00:00.000Z,79.5,2348.7,134,99,668.5,723.583,92
2025-10-21T00:00:00.000Z,20.8,605.7,133.44,55.8,196.15,152.109,84
2025-10-22T00:00:00.000Z,42.4,141.1,84.4,66.4,103.8,26.279,88
2025-10-23T00:00:00.000Z,47.4,204.7,89.9,73,131.5,40.201,94
2025-10-24T00:00:00.000Z,44.8,154.5,92.2,74.7,105.3,24.696,86
2025-10-25T00:00:00.000Z,63.4,193,133.8,90,157.69,35.726,89
2025-10-26T00:00:00.000Z,55.6,160.7,100.6,69.55,141.69,34.187,37
2025-10-27T00:00:00.000Z,55.7,260,128,100.5,157,54.341,92
2025-10-28T00:00:00.000Z,20,176.6,55.1,39.75,121,50.187,80
2025-10-29T00:00:00.000Z,38.2,551.8,126.8,88.5,222.6,114.913,95
2025-10-30T00:00:00.000Z,64.7,789.8,132.69,79,207.7,158.971,83
2025-10-31T00:00:00.000Z,54,359.4,90.95,66.3,114.3,72.246,90
2025-11-01T00:00:00.000Z,53.5,204.5,117.1,84.05,167.3,47.28,89
2025-11-02T00:00:00.000Z,74.9,345.2,101.6,90.35,144.7,60.27,85
2025-11-03T00:00:00.000Z,76,311.3,139.4,98.5,172.05,62.254,52
2025-11-04T00:00:00.000Z,82.6,237,114.9,91.1,145.55,42.658,73
2025-11-05T00:00:00.000Z,76,234.5,114.7,82.5,158.3,44.917,95
2025-11-06T00:00:00.000Z,24.5,318.4,139.8,79.8,199.7,87.33,64
2025-11-07T00:00:00.000Z,22.1,343.4,64.2,51.4,117.6,62.897,50
2025-11-08T00:00:00.000Z,46,228.6,76.9,67.15,108,45.838,85
2025-11-09T00:00:00.000Z,33.7,211.2,103.4,56.15,130.6,47.205,88
2025-11-10T00:00:00.000Z,42.3,277.9,117.9,79.9,142.19,54.75,67
2025-11-11T00:00:00.000Z,26.1,241.9,112.15,77.59,128.75,47.317,56
2025-11-12T00:00:00.000Z,36.7,220.8,97.65,74.5,119.6,43.553,90
2025-11-13T00:00:00.000Z,54.1,318.7,107.85,79.3,166,74.245,94
2025-11-14T00:00:00.000Z,52.3,163.9,94.7,78.8,131.5,33.889,87
2025-11-15T00:00:00.000Z,51,174,94.2,71.8,133.1,36.746,89
2025-11-16T00:00:00.000Z,20.6,396.9,99.9,72.05,148.4,79.668,93
2025-11-17T00:00:00.000Z,70,236.8,122.5,94.2,140.1,36.102,76
2025-11-18T00:00:00.000Z,110.7,190.7,134.4,122.4,143.25,20.379,52
2025-11-19T00:00:00.000Z,115.9,157.8,148.1,123.5,149.5,14.628,31
