date,min,max,median,q1,q3,stdev,count
2025-10-12T00:00:00.000Z,56,90.5,67.65,61.2,77.95,9.619,16
2025-10-13T00:00:00.000Z,47.7,133.5,79.59,63.6,97.6,20.858,94
2025-10-14T00:00:00.000Z,37.6,120.3,74.9,61.2,88.4,18.996,95
2025-10-15T00:00:00.000Z,42.8,149.1,84.7,65.34,106.95,29.631,89
2025-10-16T00:00:00.000Z,60.2,175.3,102.85,71.09,123.5,31.921,78
2025-10-17T00:00:00.000Z,67.8,164.9,110.9,85.7,135.3,28.634,71
2025-10-18T00:00:00.000Z,64.5,218.1,139.6,91.6,162.4,42.486,73
2025-10-19T00:00:00.000Z,83.2,320.3,173.6,106.5,213.6,67.078,95
2025-10-20T00:00:00.000Z,71.9,1177.8,252.1,115.7,447.4,355.369,91
2025-10-21T00:00:00.000Z,54.8,435.6,210.5,107.7,369.5,123.123,85
2025-10-22T00:00:00.000Z,90.9,350.8,151,120.4,171.6,59.386,87
2025-10-23T00:00:00.000Z,59.8,229.2,147.25,122.15,194.9,48.298,92
2025-10-24T00:00:00.000Z,54,180.6,103.75,75.75,144.9,35.555,84
2025-10-25T00:00:00.000Z,90.5,232.4,166.75,118.75,191.4,39.35,88
2025-10-26T00:00:00.000Z,54.9,198.6,139.6,131,178.2,35.386,35
2025-10-27T00:00:00.000Z,84.2,272.5,129.35,118.3,145.25,37.95,92
2025-10-28T00:00:00.000Z,54.7,191.2,103.65,84.45,123.65,36.871,80
2025-10-29T00:00:00.000Z,104.7,255,177.3,140.69,222.1,45.377,91
2025-10-30T00:00:00.000Z,51.8,364.4,101.6,71.45,258.3,96.092,85
2025-10-31T00:00:00.000Z,42.7,145,102.8,78.09,115.3,25.963,87
2025-11-01T00:00:00.000Z,93.2,339.7,216.9,170.5,256.25,57.478,89
2025-11-02T00:00:00.000Z,78.7,383.2,165.35,117.8,288.14,90.148,88
2025-11-03T00:00:00.000Z,113.9,366.7,181,151,219.2,62.002,51
2025-11-04T00:00:00.000Z,37.4,133.6,81.55,56.05,104.25,25.822,72
2025-11-05T00:00:00.000Z,28,429.6,117.8,85.9,229.05,89.099,89
2025-11-06T00:00:00.000Z,54,503.4,132.5,81.8,268.39,132.655,63
2025-11-07T00:00:00.000Z,76.5,474.8,185.4,102.8,338.25,124.765,53
2025-11-08T00:00:00.000Z,151.9,535,197.2,179.9,353.8,116.6,83
2025-11-09T00:00:00.000Z,61.4,409.2,221.5,104.5,297.6,108.363,87
2025-11-10T00:00:00.000Z,165.4,484.3,377.45,315.8,411.05,71.002,64
2025-11-11T00:00:00.000Z,133.5,539.8,400.4,233.7,471.05,134.671,53
2025-11-12T00:00:00.000Z,146.2,514,272.64,176.4,388.6,114.38,90
2025-11-13T00:00:00.000Z,153.5,421.9,256.85,208,300.8,74.642,90
2025-11-14T00:00:00.000Z,122.7,361.2,252.5,198,295,64.798,86
2025-11-15T00:00:00.000Z,108,439,277.1,181.15,355.65,100.303,88
2025-11-16T00:00:00.000Z,96.1,391.4,171.8,107.4,289.6,98.69,70
2025-11-17T00:00:00.000Z,87.5,305.1,203.4,136.2,271.8,69.238,47
2025-11-18T00:00:00.000Z,141.1,454.5,298,218.95,349.25,84.494,52
2025-11-19T00:00:00.000Z,162.8,540.8,422.9,196.5,473,133.949,40
