date,min,max,median,q1,q3,stdev,count
2025-10-12T00:00:00.000Z,88,95,90,88,95,2.921,14
2025-10-13T00:00:00.000Z,46,125,86,51,110,26.637,94
2025-10-14T00:00:00.000Z,34,113,78.5,53.5,94,22.744,96
2025-10-15T00:00:00.000Z,39,158,89,52,125.5,36.933,89
2025-10-16T00:00:00.000Z,48,185,117,68,141,42.513,90
2025-10-17T00:00:00.000Z,74,147,123,87,140,24.942,88
2025-10-18T00:00:00.000Z,73,190,125,97.5,146.5,32.497,77
2025-10-19T00:00:00.000Z,78,272,157,98,197,55.071,96
2025-10-20T00:00:00.000Z,78,923,207,125,307,201.246,92
2025-10-21T00:00:00.000Z,72,467,196,132,333,109.084,86
2025-10-22T00:00:00.000Z,91,331,172,159,208,61.513,89
2025-10-23T00:00:00.000Z,68,217,156,123,183,40.604,93
2025-10-24T00:00:00.000Z,63,217,143.5,84,152,41.203,86
2025-10-25T00:00:00.000Z,94,248,174,134,202,45.289,91
2025-10-26T00:00:00.000Z,69,359,212,174,291,84.979,36
2025-10-27T00:00:00.000Z,128,210,156,141,182,24.959,93
2025-10-28T00:00:00.000Z,91,212,134,106,171,37.775,84
2025-10-29T00:00:00.000Z,145,307,202,160,244,49.789,94
2025-10-30T00:00:00.000Z,78,493,134,91,300,131.38,87
2025-10-31T00:00:00.000Z,83,134,122,101,128,17.283,87
2025-11-01T00:00:00.000Z,99,393,223,139,269,75.383,90
2025-11-02T00:00:00.000Z,96,379,179,147,318,97.51,91
2025-11-03T00:00:00.000Z,219,335,232,222,249,30.801,23
2025-11-04T00:00:00.000Z,75,125,101,89,118,16.382,52
2025-11-05T00:00:00.000Z,36,311,119.5,63,237,88.667,94
2025-11-06T00:00:00.000Z,50,484,130,78,313,139.401,65
2025-11-07T00:00:00.000Z,83,505,228,119.5,357,140.253,53
2025-11-08T00:00:00.000Z,163,583,248,193,446.5,134.38,80
2025-11-09T00:00:00.000Z,73,475,237,128,296,120.5,87
2025-11-10T00:00:00.000Z,150,450,405,350,422,77.766,66
2025-11-11T00:00:00.000Z,128,592,444,261,509,150.149,52
2025-11-12T00:00:00.000Z,149,515,304,209.5,411,121.448,93
2025-11-13T00:00:00.000Z,158,473,299,197,360,96.98,94
2025-11-14T00:00:00.000Z,125,384,286.5,223,326,79.179,86
2025-11-15T00:00:00.000Z,113,444,311,197,360,104.041,90
2025-11-16T00:00:00.000Z,88,444,260.5,113,378,123.562,90
2025-11-17T00:00:00.000Z,112,384,241,153,295,90.225,76
2025-11-18T00:00:00.000Z,167,472,298,215.5,325.5,71.663,53
2025-11-19T00:00:00.000Z,152,498,348,228,448,111.562,44
