date,min,max,median,q1,q3,stdev,count
2020-08-08T00:00:00.000Z,0.6,14.47,1.5,0.98,2.6,1.875,380
2020-08-09T00:00:00.000Z,0.37,5.17,1.1,0.75,2.54,1.318,445
2020-08-10T00:00:00.000Z,0.25,29.33,0.56,0.43,0.7,1.391,435
2020-08-11T00:00:00.000Z,0.3,24.37,0.8,0.56,1,1.387,445
2020-08-12T00:00:00.000Z,0.6,364.93,1.08,0.9,1.2,17.122,451
2020-08-13T00:00:00.000Z,1.1,6.33,2.45,2.16,3.03,0.798,448
2020-08-14T00:00:00.000Z,1.73,6.8,3.24,2.64,4.26,1.09,384
2020-08-15T00:00:00.000Z,1.9,5.83,4.07,2.7,4.63,1.024,462
2020-08-16T00:00:00.000Z,0.33,8.02,4.09,0.68,5.77,2.45,463
2020-08-17T00:00:00.000Z,0.6,6.1,3.08,2.02,3.72,1.192,467
2020-08-18T00:00:00.000Z,1.5,7.43,3.1,2.4,3.75,1.058,447
2020-08-19T00:00:00.000Z,1.2,7.67,2.92,2.12,3.42,1.169,447
2020-08-20T00:00:00.000Z,1.08,9.8,1.75,1.47,2.06,0.776,463
2020-08-21T00:00:00.000Z,1.45,8.02,2.9,2.29,4.59,1.692,442
2020-08-22T00:00:00.000Z,0.7,7.6,2.4,1.2,3.34,1.246,417
2020-08-23T00:00:00.000Z,0.53,2.29,0.97,0.8,1.3,0.369,405
2020-08-24T00:00:00.000Z,0.1,2.57,0.4,0.2,1.2,0.538,340
2020-08-25T00:00:00.000Z,0,1.37,0.3,0.2,0.33,0.141,385
2020-08-26T00:00:00.000Z,0.1,2.06,0.3,0.23,0.43,0.197,399
2020-08-27T00:00:00.000Z,0.1,2.02,0.3,0.2,0.4,0.165,464
2020-08-28T00:00:00.000Z,0.1,5.33,0.4,0.3,0.7,0.468,398
2020-08-29T00:00:00.000Z,0.2,1.9,1.02,0.83,1.2,0.352,418
2020-08-30T00:00:00.000Z,0.47,2.73,1.03,0.77,1.35,0.518,405
2020-08-31T00:00:00.000Z,0,2.17,0.4,0.2,0.8,0.48,389
2020-09-01T00:00:00.000Z,0.3,2.29,1.03,0.7,1.6,0.51,354
2020-09-02T00:00:00.000Z,0.4,7.63,1.7,1,2.06,0.71,472
2020-09-03T00:00:00.000Z,1.3,7.07,3.93,3.2,4.76,1.256,467
2020-09-04T00:00:00.000Z,0.56,3.7,1.35,1.07,2.67,0.868,480
2020-09-05T00:00:00.000Z,0.27,15.33,1,0.6,1.37,1.415,475
2020-09-06T00:00:00.000Z,0.1,1.7,0.5,0.37,0.7,0.265,471
2020-09-07T00:00:00.000Z,0.1,5.09,0.33,0.27,0.5,0.321,438
2020-09-08T00:00:00.000Z,0.1,2.29,0.43,0.33,0.6,0.3,379
2020-09-09T00:00:00.000Z,0,3.03,1.47,0.6,1.73,0.682,406
2020-09-10T00:00:00.000Z,0,1.37,0.17,0.1,0.2,0.145,344
2020-09-11T00:00:00.000Z,0,2.37,0.5,0.3,0.9,0.441,310
2020-09-12T00:00:00.000Z,0.7,31.33,2.25,1.9,2.57,1.991,296
2020-09-13T00:00:00.000Z,0.27,2.29,1.2,0.82,1.43,0.425,360
2020-09-14T00:00:00.000Z,0.2,2.43,1.47,0.7,1.7,0.558,286
2020-09-15T00:00:00.000Z,1.2,5.93,3.43,2.8,3.83,0.798,247
2020-09-16T00:00:00.000Z,0,0.2,0.1,0.1,0.1,0.055,38
2020-09-17T00:00:00.000Z,0,1.23,0.2,0.2,0.3,0.208,152
2020-09-18T00:00:00.000Z,0.1,1.4,0.56,0.4,0.7,0.193,326
2020-09-19T00:00:00.000Z,0.2,7.2,0.5,0.4,0.8,1.191,309
2020-09-20T00:00:00.000Z,0.6,3,1.7,1.47,1.97,0.423,237
2020-09-21T00:00:00.000Z,1.03,2.67,1.79,1.49,2.1,0.378,224
2020-09-22T00:00:00.000Z,0.77,4.67,1.3,1.1,2.42,1.048,341
2020-09-23T00:00:00.000Z,2.6,21.27,6.17,4.4,9.32,4.824,448
2020-09-24T00:00:00.000Z,2.33,32.77,13.32,6.03,18,7.506,466
2020-09-25T00:00:00.000Z,0.67,6.5,2.43,1.67,2.93,1.07,350
2020-09-26T00:00:00.000Z,5.93,15.97,12.4,11.33,13,1.319,279
2020-09-27T00:00:00.000Z,5.09,18.17,14.05,10.87,16.47,2.875,230
2020-09-28T00:00:00.000Z,3.87,12.07,8.82,4.79,10.5,2.821,272
